ref_area.label,source.label,indicator.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Comoros,LFS - National Survey on Employment and the Informal Sector,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,44.81,,,Repository: ILO-STATISTICS - Micro data processing
Comoros,LFS - National Survey on Employment and the Informal Sector,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,41.3,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2023,44.5,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2023,46.93,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2023,40.73,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,44.35,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,47.22,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,40.07,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,43.56,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,46.34,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,39.27,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,41.57,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,44.08,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,37.63,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,43.37,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,46.95,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,38.05,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,44.29,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,47.6,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,38.92,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,44.8,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,48.07,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,39.52,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,44.92,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,48.26,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,39.62,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,44.56,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,48.31,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,38.84,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,44.18,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,48.41,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,37.72,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,44.09,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,48.4,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,37.83,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,38.2,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,39.46,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,36.79,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,37.88,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,38.96,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,36.71,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,37.92,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,39.14,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,36.6,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,38.06,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,39.43,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,36.59,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,38.39,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,39.75,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,36.96,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,38.54,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,40.1,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,36.92,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,38.42,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,39.93,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,36.91,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,38.19,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,39.62,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,36.78,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,38.06,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,39.38,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,36.84,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,38.39,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,39.46,,,Repository: ILO-STATISTICS - Micro data processing
Cyprus,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,37.37,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,37.07,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,38.4,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,35.47,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,37.61,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,38.66,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,36.33,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,37.25,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,38.32,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,35.93,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,37.97,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,39.29,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,36.42,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,37.89,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,39.24,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,36.3,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,38.06,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,39.47,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,36.35,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,38.34,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,39.65,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,36.77,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,38.1,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,39.38,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,36.53,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,38.34,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,39.62,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,36.78,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,38.5,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,39.86,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,36.81,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,33.5,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,36.89,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,29.66,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,33.62,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,36.98,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,29.81,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,33.66,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,37.23,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,29.69,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,34.09,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,37.76,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,30,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,34.21,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,37.91,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,30.05,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,34.23,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,38.05,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,29.94,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,34.46,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,38.38,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,30.09,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,34.34,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,38.36,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,29.89,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,34.44,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,38.47,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,29.96,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,34.35,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,38.54,,,Repository: ILO-STATISTICS - Micro data processing
Germany,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,29.73,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,32.63,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,34.49,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,30.6,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,33.22,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,35.04,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,31.19,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,33.06,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,34.85,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,31.05,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,32.81,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,34.81,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,30.56,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,33.12,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,35.18,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,30.83,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,33.29,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,35.36,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,30.98,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,33.29,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,35.48,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,30.86,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,33.58,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,35.71,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,31.21,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,33.62,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,35.79,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,31.25,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,33.89,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,36.05,,,Repository: ILO-STATISTICS - Micro data processing
Denmark,LFS - EU Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,31.55,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2023,41.77,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2023,44.25,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2023,39.13,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,42.54,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,45.03,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,39.83,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,41.17,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,43.7,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,38.44,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,40.33,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,42.99,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,37.33,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,41.54,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,44.2,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,38.7,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,41.96,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,44.86,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,38.78,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,42.06,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,45.16,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,38.78,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,42.63,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,45.45,,,Repository: ILO-STATISTICS - Micro data processing
